municipio,anio,vif_total,inasistencia_total,medidas_proteccion_total,alimentos_familia_total,ivf_score_bruto,ivf_score_ponderado,poblacion,ivf_tasa_100k,nivel_riesgo
ARENAL,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
ARENAL,2024,26,0,0,0,10.4,0.2,50000,20.8,ALTO
ARENAL,2025,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
ARGELIA,2020,6,0,0,0,2.4000000000000004,0.0,10400,23.08,BAJO
ARGELIA,2021,37,0,0,0,14.8,0.2,10400,142.31,ALTO
ARGELIA,2022,16,0,0,0,6.4,0.1,10400,61.54,MEDIO
ARGELIA,2023,21,0,0,0,8.4,0.1,10400,80.77,MEDIO
ARGELIA,2024,13,0,0,0,5.2,0.1,10400,50.0,MEDIO
ARGELIA,2025,18,0,0,0,7.2,0.1,10400,69.23,MEDIO
ARIGUANI,2020,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
ARIGUANI,2021,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
ARIGUANI,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
ARIGUANI,2023,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
ARIGUANI,2024,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
ARIGUANI,2025,8,0,0,0,3.2,0.0,50000,6.4,BAJO
ARJONA,2020,26,0,0,0,10.4,0.2,50000,20.8,ALTO
ARJONA,2021,39,0,0,0,15.600000000000001,0.2,50000,31.2,ALTO
ARJONA,2022,51,0,0,0,20.400000000000002,0.3,50000,40.8,ALTO
ARJONA,2023,56,0,0,0,22.400000000000002,0.4,50000,44.8,ALTO
ARJONA,2024,56,0,0,0,22.400000000000002,0.4,50000,44.8,ALTO
ARJONA,2025,63,0,0,0,25.200000000000003,0.4,50000,50.4,ALTO
ARMENIA,2020,135,0,0,0,54.0,0.9,50000,108.0,ALTO
ARMENIA,2021,135,0,0,0,54.0,0.9,50000,108.0,ALTO
ARMENIA,2022,122,0,0,0,48.800000000000004,0.8,50000,97.6,ALTO
ARMENIA,2023,162,0,0,0,64.8,1.0,50000,129.6,ALTO
ARMENIA,2024,137,0,0,0,54.800000000000004,0.9,50000,109.6,ALTO
ARMENIA,2025,4,0,0,0,1.6,0.0,50000,3.2,BAJO
ARMENIA (CT),2020,85,0,0,0,34.0,0.5,50000,68.0,ALTO
ARMENIA (CT),2021,103,0,0,0,41.2,0.7,50000,82.4,ALTO
ARMENIA (CT),2022,78,0,0,0,31.200000000000003,0.5,50000,62.4,ALTO
ARMENIA (CT),2023,117,0,0,0,46.800000000000004,0.7,50000,93.6,ALTO
ARMENIA (CT),2024,144,0,0,0,57.6,0.9,50000,115.2,ALTO
ARMENIA (CT),2025,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
ARMERO,2020,32,0,0,0,12.8,0.2,50000,25.6,ALTO
ARMERO,2021,31,0,0,0,12.4,0.2,50000,24.8,ALTO
ARMERO,2022,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
ARMERO,2023,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
ARMERO,2024,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
ARMERO,2025,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
ARMERO GUAYABAL,2020,5,0,0,0,2.0,0.0,50000,4.0,BAJO
ARMERO GUAYABAL,2021,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
ARMERO GUAYABAL,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
ARMERO GUAYABAL,2023,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
ARMERO GUAYABAL,2024,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
ARROYOHONDO,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
ARROYOHONDO,2022,5,0,0,0,2.0,0.0,50000,4.0,BAJO
ARROYOHONDO,2023,1,0,0,0,0.4,0.0,50000,0.8,BAJO
ARROYOHONDO,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
ARROYOHONDO,2025,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
ASTREA,2020,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
ASTREA,2021,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
ASTREA,2023,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
ASTREA,2024,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
ASTREA,2025,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
ATACO,2020,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
ATACO,2021,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
ATACO,2022,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
ATACO,2023,27,0,0,0,10.8,0.2,50000,21.6,ALTO
ATACO,2024,29,0,0,0,11.600000000000001,0.2,50000,23.2,ALTO
ATACO,2025,45,0,0,0,18.0,0.3,50000,36.0,ALTO
ATRATO,2020,4,0,0,0,1.6,0.0,50000,3.2,BAJO
ATRATO,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
ATRATO,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
ATRATO,2023,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
ATRATO,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
ATRATO,2025,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
AYAPEL,2021,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
AYAPEL,2022,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
AYAPEL,2023,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
AYAPEL,2024,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
AYAPEL,2025,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
BAGADO,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BAGADO,2021,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BAGADO,2023,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BAGADO,2024,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BAHIA SOLANO,2020,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
BAHIA SOLANO,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BAHIA SOLANO,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BAHIA SOLANO,2023,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BAHIA SOLANO,2024,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BAHIA SOLANO,2025,8,0,0,0,3.2,0.0,50000,6.4,BAJO
BAJO BAUDO,2020,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BAJO BAUDO,2021,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BAJO BAUDO,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BAJO BAUDO,2024,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
BAJO BAUDO,2025,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
BALBOA,2020,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BALBOA,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
BALBOA,2022,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BALBOA,2023,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
BALBOA,2024,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
BALBOA,2025,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
BARANOA,2020,46,0,0,0,18.400000000000002,0.3,50000,36.8,ALTO
BARANOA,2021,60,0,0,0,24.0,0.4,50000,48.0,ALTO
BARANOA,2022,62,0,0,0,24.8,0.4,50000,49.6,ALTO
BARANOA,2023,64,0,0,0,25.6,0.4,50000,51.2,ALTO
BARANOA,2024,126,0,0,0,50.400000000000006,0.8,50000,100.8,ALTO
BARANOA,2025,96,0,0,0,38.400000000000006,0.6,50000,76.8,ALTO
BARAYA,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BARAYA,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BARAYA,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
BARAYA,2023,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BARAYA,2024,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BARAYA,2025,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
BARBACOAS,2020,8,0,0,0,3.2,0.0,50000,6.4,BAJO
BARBACOAS,2021,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
BARBACOAS,2022,25,0,0,0,10.0,0.2,50000,20.0,ALTO
BARBACOAS,2023,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
BARBACOAS,2024,25,0,0,0,10.0,0.2,50000,20.0,ALTO
BARBACOAS,2025,36,0,0,0,14.4,0.2,50000,28.8,ALTO
BARBOSA,2020,112,0,0,0,44.800000000000004,0.7,50000,89.6,ALTO
BARBOSA,2021,157,0,0,0,62.800000000000004,1.0,50000,125.6,ALTO
BARBOSA,2022,126,0,0,0,50.400000000000006,0.8,50000,100.8,ALTO
BARBOSA,2023,201,0,0,0,80.4,1.3,50000,160.8,ALTO
BARBOSA,2024,256,0,0,0,102.4,1.6,50000,204.8,ALTO
BARBOSA,2025,185,0,0,0,74.0,1.2,50000,148.0,ALTO
BARICHARA,2020,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
BARICHARA,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BARICHARA,2022,5,0,0,0,2.0,0.0,50000,4.0,BAJO
BARICHARA,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
BARICHARA,2024,5,0,0,0,2.0,0.0,50000,4.0,BAJO
BARICHARA,2025,5,0,0,0,2.0,0.0,50000,4.0,BAJO
BARRANCA DE UPIA,2020,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
BARRANCA DE UPIA,2021,25,0,0,0,10.0,0.2,50000,20.0,ALTO
BARRANCA DE UPIA,2022,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
BARRANCA DE UPIA,2023,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
BARRANCA DE UPIA,2024,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
BARRANCA DE UPIA,2025,8,0,0,0,3.2,0.0,50000,6.4,BAJO
BARRANCABERMEJA,2020,479,0,0,0,191.60000000000002,3.1,50000,383.2,ALTO
BARRANCABERMEJA,2021,291,0,0,0,116.4,1.9,50000,232.8,ALTO
BARRANCABERMEJA,2022,555,0,0,0,222.0,3.6,50000,444.0,ALTO
BARRANCABERMEJA,2023,672,0,0,0,268.8,4.3,50000,537.6,ALTO
BARRANCABERMEJA,2024,657,0,0,0,262.8,4.2,50000,525.6,ALTO
BARRANCABERMEJA,2025,418,0,0,0,167.20000000000002,2.7,50000,334.4,ALTO
BARRANCAS,2020,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BARRANCAS,2021,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
BARRANCAS,2022,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
BARRANCAS,2023,8,0,0,0,3.2,0.0,50000,6.4,BAJO
BARRANCAS,2024,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
BARRANCAS,2025,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
BARRANCO DE LOBA,2020,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BARRANCO DE LOBA,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BARRANCO DE LOBA,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BARRANCO DE LOBA,2024,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BARRANCO DE LOBA,2025,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
BARRANCO MINAS,2021,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BARRANCO MINAS,9999,0,1,1,0,0.30000000000000004,0.0,50000,0.6,BAJO
BARRANQUILLA,2020,456,0,0,0,182.4,2.9,50000,364.8,ALTO
BARRANQUILLA,2021,475,0,0,0,190.0,3.0,50000,380.0,ALTO
BARRANQUILLA,2022,630,0,0,0,252.0,4.0,50000,504.0,ALTO
BARRANQUILLA,2023,654,0,0,0,261.6,4.2,50000,523.2,ALTO
BARRANQUILLA,2024,581,0,0,0,232.4,3.7,50000,464.8,ALTO
BARRANQUILLA (CT),2020,157,0,0,0,62.800000000000004,1.0,50000,125.6,ALTO
BARRANQUILLA (CT),2021,488,0,0,0,195.20000000000002,3.1,50000,390.4,ALTO
BARRANQUILLA (CT),2022,557,0,0,0,222.8,3.6,50000,445.6,ALTO
BARRANQUILLA (CT),2023,755,0,0,0,302.0,4.8,50000,604.0,ALTO
BARRANQUILLA (CT),2024,723,0,0,0,289.2,4.6,50000,578.4,ALTO
BARRANQUILLA (CT),2025,722,0,0,0,288.8,4.6,50000,577.6,ALTO
BECERRIL,2020,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
BECERRIL,2021,5,0,0,0,2.0,0.0,50000,4.0,BAJO
BECERRIL,2022,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
BECERRIL,2023,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BECERRIL,2024,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
BECERRIL,2025,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
BELALCAZAR,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BELALCAZAR,2021,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
BELALCAZAR,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BELALCAZAR,2023,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
BELALCAZAR,2024,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BELALCAZAR,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BELEN,2020,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BELEN,2021,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BELEN,2022,8,0,0,0,3.2,0.0,50000,6.4,BAJO
BELEN,2023,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
BELEN,2024,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
BELEN,2025,35,0,0,0,14.0,0.2,50000,28.0,ALTO
BELEN DE BAJIRA,2024,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
BELEN DE LOS ANDAQUIES,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BELEN DE LOS ANDAQUIES,2021,8,0,0,0,3.2,0.0,50000,6.4,BAJO
BELEN DE LOS ANDAQUIES,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
BELEN DE LOS ANDAQUIES,2023,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
BELEN DE LOS ANDAQUIES,2024,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
BELEN DE LOS ANDAQUIES,2025,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
BELEN DE LOS ANDAQUIES,9999,0,1,1,0,0.30000000000000004,0.0,50000,0.6,BAJO
BELEN DE UMBRIA,2020,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BELEN DE UMBRIA,2021,37,0,0,0,14.8,0.2,50000,29.6,ALTO
BELEN DE UMBRIA,2022,25,0,0,0,10.0,0.2,50000,20.0,ALTO
BELEN DE UMBRIA,2023,35,0,0,0,14.0,0.2,50000,28.0,ALTO
BELEN DE UMBRIA,2024,27,0,0,0,10.8,0.2,50000,21.6,ALTO
BELEN DE UMBRIA,2025,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
BELLO,2020,287,0,0,0,114.80000000000001,1.8,50000,229.6,ALTO
BELLO,2021,398,0,0,0,159.20000000000002,2.5,50000,318.4,ALTO
BELLO,2022,574,0,0,0,229.60000000000002,3.7,50000,459.2,ALTO
BELLO,2023,945,0,0,0,378.0,6.1,50000,756.0,ALTO
BELLO,2024,869,0,0,0,347.6,5.6,50000,695.2,ALTO
BELLO,2025,548,0,0,0,219.20000000000002,3.5,50000,438.4,ALTO
BELMIRA,2020,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BELMIRA,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BELMIRA,2024,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
BELMIRA,2025,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BELTRAN,2020,5,0,0,0,2.0,0.0,50000,4.0,BAJO
BELTRAN,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BELTRAN,2022,5,0,0,0,2.0,0.0,50000,4.0,BAJO
BELTRAN,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BELTRAN,2024,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BELTRAN,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BERBEO,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BERBEO,2023,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
BERBEO,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BETANIA,2020,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
BETANIA,2021,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
BETANIA,2022,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
BETANIA,2023,30,0,0,0,12.0,0.2,50000,24.0,ALTO
BETANIA,2024,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
BETANIA,2025,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
BETEITIVA,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BETEITIVA,2024,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BETULIA,2020,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
BETULIA,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
BETULIA,2022,27,0,0,0,10.8,0.2,50000,21.6,ALTO
BETULIA,2023,26,0,0,0,10.4,0.2,50000,20.8,ALTO
BETULIA,2024,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
BETULIA,2025,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
BITUIMA,2020,5,0,0,0,2.0,0.0,50000,4.0,BAJO
BITUIMA,2021,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BITUIMA,2022,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
BITUIMA,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BITUIMA,2025,5,0,0,0,2.0,0.0,50000,4.0,BAJO
BOAVITA,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
BOAVITA,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BOAVITA,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BOAVITA,2025,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
BOCHALEMA,2020,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
BOCHALEMA,2021,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
BOCHALEMA,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BOCHALEMA,2023,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
BOCHALEMA,2024,8,0,0,0,3.2,0.0,50000,6.4,BAJO
BOCHALEMA,2025,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
BOGOTA D.C. (CT),2020,2027,0,0,0,810.8000000000001,13.0,50000,1621.6,ALTO
BOGOTA D.C. (CT),2021,1492,0,0,0,596.8000000000001,9.6,50000,1193.6,ALTO
BOGOTA D.C. (CT),2022,1493,0,0,0,597.2,9.6,50000,1194.4,ALTO
BOGOTA D.C. (CT),2023,1865,0,0,0,746.0,12.0,50000,1492.0,ALTO
BOGOTA D.C. (CT),2024,2418,0,0,0,967.2,15.5,50000,1934.4,ALTO
BOGOTA D.C. (CT),2025,2363,0,0,0,945.2,15.2,50000,1890.4,ALTO
"BOGOTA, D.C.",2020,4746,0,0,0,1898.4,30.4,50000,3796.8,ALTO
"BOGOTA, D.C.",2021,5134,0,0,0,2053.6,32.9,50000,4107.2,ALTO
"BOGOTA, D.C.",2022,5157,0,0,0,2062.8,33.1,50000,4125.6,ALTO
"BOGOTA, D.C.",2023,5861,0,0,0,2344.4,37.6,50000,4688.8,ALTO
"BOGOTA, D.C.",2024,4944,0,0,0,1977.6000000000001,31.7,50000,3955.2,ALTO
BOJACA,2020,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
BOJACA,2021,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
BOJACA,2022,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
BOJACA,2023,43,0,0,0,17.2,0.3,50000,34.4,ALTO
BOJACA,2024,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
BOJACA,2025,25,0,0,0,10.0,0.2,50000,20.0,ALTO
BOJAYA,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BOJAYA,2025,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BOLIVAR,2020,23,0,0,0,9.200000000000001,0.1,22100,41.63,MEDIO
BOLIVAR,2021,28,0,0,0,11.200000000000001,0.2,22100,50.68,ALTO
BOLIVAR,2022,44,0,0,0,17.6,0.3,22100,79.64,ALTO
BOLIVAR,2023,64,0,0,0,25.6,0.4,22100,115.84,ALTO
BOLIVAR,2024,46,0,0,0,18.400000000000002,0.3,22100,83.26,ALTO
BOLIVAR,2025,27,0,0,0,10.8,0.2,22100,48.87,ALTO
BOLIVAR,9999,0,1,1,0,0.30000000000000004,0.0,22100,1.36,BAJO
BOSCONIA,2020,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
BOSCONIA,2021,33,0,0,0,13.200000000000001,0.2,50000,26.4,ALTO
BOSCONIA,2022,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
BOSCONIA,2023,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
BOSCONIA,2024,31,0,0,0,12.4,0.2,50000,24.8,ALTO
BOSCONIA,2025,27,0,0,0,10.8,0.2,50000,21.6,ALTO
BOYACA,2020,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
BOYACA,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
BOYACA,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
BOYACA,2023,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
BOYACA,2024,5,0,0,0,2.0,0.0,50000,4.0,BAJO
BOYACA,2025,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
BRICENO,2020,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
BRICENO,2021,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BRICENO,2022,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
BRICENO,2023,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
BRICENO,2024,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
BRICENO,2025,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
BRICENO,9999,0,1,1,0,0.30000000000000004,0.0,50000,0.6,BAJO
BUCARAMANGA,2020,226,0,0,0,90.4,1.4,50000,180.8,ALTO
BUCARAMANGA,2021,212,0,0,0,84.80000000000001,1.4,50000,169.6,ALTO
BUCARAMANGA,2022,278,0,0,0,111.2,1.8,50000,222.4,ALTO
BUCARAMANGA,2023,302,0,0,0,120.80000000000001,1.9,50000,241.6,ALTO
BUCARAMANGA,2024,270,0,0,0,108.0,1.7,50000,216.0,ALTO
BUCARAMANGA (CT),2020,228,0,0,0,91.2,1.5,50000,182.4,ALTO
BUCARAMANGA (CT),2021,566,0,0,0,226.4,3.6,50000,452.8,ALTO
BUCARAMANGA (CT),2022,310,0,0,0,124.0,2.0,50000,248.0,ALTO
BUCARAMANGA (CT),2023,362,0,0,0,144.8,2.3,50000,289.6,ALTO
BUCARAMANGA (CT),2024,492,0,0,0,196.8,3.2,50000,393.6,ALTO
BUCARAMANGA (CT),2025,450,0,0,0,180.0,2.9,50000,360.0,ALTO
BUCARASICA,2021,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BUCARASICA,2024,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BUCARASICA,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BUENAVENTURA,2020,44,0,0,0,17.6,0.3,436665,4.03,ALTO
BUENAVENTURA,2021,146,0,0,0,58.400000000000006,0.9,436665,13.37,ALTO
BUENAVENTURA,2022,130,0,0,0,52.0,0.8,436665,11.91,ALTO
BUENAVENTURA,2023,190,0,0,0,76.0,1.2,436665,17.4,ALTO
BUENAVENTURA,2024,191,0,0,0,76.4,1.2,436665,17.5,ALTO
BUENAVENTURA,2025,123,0,0,0,49.2,0.8,436665,11.27,ALTO
BUENAVISTA,2020,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
BUENAVISTA,2021,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
BUENAVISTA,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BUENAVISTA,2023,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
BUENAVISTA,2024,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
BUENAVISTA,2025,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
BUENOS AIRES,2020,8,0,0,0,3.2,0.0,50000,6.4,BAJO
BUENOS AIRES,2021,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
BUENOS AIRES,2022,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
BUENOS AIRES,2023,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
BUENOS AIRES,2024,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
BUENOS AIRES,2025,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
BUESACO,2020,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
BUESACO,2021,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
BUESACO,2022,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
BUESACO,2023,25,0,0,0,10.0,0.2,50000,20.0,ALTO
BUESACO,2024,26,0,0,0,10.4,0.2,50000,20.8,ALTO
BUESACO,2025,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
BUGALAGRANDE,2020,5,0,0,0,2.0,0.0,22000,9.09,BAJO
BUGALAGRANDE,2021,19,0,0,0,7.6000000000000005,0.1,22000,34.55,MEDIO
BUGALAGRANDE,2022,17,0,0,0,6.800000000000001,0.1,22000,30.91,MEDIO
BUGALAGRANDE,2023,36,0,0,0,14.4,0.2,22000,65.45,ALTO
BUGALAGRANDE,2024,38,0,0,0,15.200000000000001,0.2,22000,69.09,ALTO
BUGALAGRANDE,2025,46,0,0,0,18.400000000000002,0.3,22000,83.64,ALTO
BURITICA,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BURITICA,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BURITICA,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
BURITICA,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BURITICA,2025,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
BUSBANZA,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
BUSBANZA,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
BUSBANZA,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
CABRERA,2020,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
